SR_NO,COMPANY_NAME,EXPERIENCE,FUNCTION,INDUSTRY,JOB_DESCRIPTION,JOB_LOCATION,JOB_TITLE,AVERAGE_PACKAGE,ROLES,SKILLS
651,Biz Industries,0-2 years,"IT, IT- Hardware, Telecom, Technical Staff, Support","IT, Computers - Hardware & Networking, IT, Computers - Software","IT-Support EngineerCall & Whatsapp HR Shubham Sir - (9352743030)IT-Support EngineerSpeak more languages than those required above, in particular FrenchHave basic knowledge of Windows, MS SQL Server, networks, Active Directory, hardware, clustering, programming or scripting tools, and VMwareHave some knowledge of DICOM, HL7 and other healthcare interoperability standardsHave experience from working with IT service desk or customer serviceHave experiences with other culturesHave interests besides school/work, such as sports, sports leader, music, horseback riding, singing or flying as some examplesIT-Support EngineerCall & Whatsapp HR Shubham Sir - (9352743030)IT-Support Engineer",Kolkata,IT-Support Engineer For Freshers,150000 - 250000 INR,"Software Engineer, Programmer, Other Software, Hardware, EDP",IT-Support Engineer
652,Xorix IT Solutions,0-2 years,"Customer Service, Call Centre, BPO","ITES, BPO","Job Responsibilities:Transfer data from paper formats into database systemsType in data provided directly from Supervisor/ManagerCreate and manage spreadsheets with large numbers of figuresVerify data by comparing it to source documentsUpdate existing data, produce reports & Retrieve data as requestedPerform regular backups to ensure data preservationSort, organize and store paperwork after entering dataHR Anjali 8766376151","Mumbai, Mumbai City, Navi Mumbai, Thane",Back Office Executive  Only Freshers.,140000 - 250000 INR,Fresher,"Data Entry, Backend, Back Office, Computer Operator"
653,Ramesh W Mr,0-2 years,Marketing & Communications,Pharmaceutical,"Job role:Launching new products in the market.Sales Achievement.Customer Support and Customer Service.Pharma Product Promotion.Market Feedback about the product.Company Representation.Record Keeping and Reporting.Documents: Driving license, Adhar card, Pan card ,Vehicle mandatory.","Chennai, Delhi",Opportunity for freshers in Indias Leading pharma company,Not Specified,Marketing Executive,"Sales, Marketing"
654,Biz Industries,0-2 years,"Engineering - Mechanical, Automotive, Industrial",Engineering & Design,"Mechanical Technician EngineerCall & Whatsapp HR Shubham Sir - (9352743030)Mechanical Technician EngineerPerform grit blast, shot peen, glass peen, tumble, ultrasonic, vapor blast, etching, water flow, turbo jet washer, blade flusher, plastisol injection, plastisol burnout and barrel finishing, honey comb seal removalPerform necessary pre-checks before operationsEnsure all production data are filled in correctly in the Log BookEnsure process and certification are in line with due dateDifferentiate the different tumbler, shot and glass peening machine utilizationPerform daily maintenance checklist and ensure safe working practicesPerform scheduled maintenance & housekeeping tasksMechanical Technician EngineerCall & Whatsapp HR Shubham Sir - (9352743030)Mechanical Technician Engineer",Hyderabad / Secunderabad,Mechanical Technician Engineer For Freshers,150000 - 250000 INR,Mechanical Engineer,Mechanical Technician
655,Biz Industries,0-2 years,"Customer Service, Call Centre, BPO","ITES, BPO","Call Center ExecutiveCall & Whatsapp HR Yogesh Sir - (7617551414)Call Center ExecutiveTo handle call enquiries, feedback and complaints received from the publicUpdate CRM databaseOther ad-hoc duties as assignedCall Center ExecutiveCall & Whatsapp HR Yogesh Sir - (7617551414)Call Center Executive",Delhi,Call Center Executive For Freshers,150000 - 250000 INR,"Customer Service Executive (Non-voice), Customer Service Executive (Voice)","Call Center Executive, BPO Call Centre, Tele Caller, BPO Executive, Customer Care Executive"
656,Get jobs like this in my inbox,0-5 years,"Engineering - Mechanical, Automotive, Industrial","Automotive, Automobile, Ancillaries, Engineering & Design","Internship Program for Mechanical / Automobile / Production / Aeronautical CandidatesExperience: 0-3 YearsNo Prior CAD knowledge is required.Educational Qualification: B.E (Mechanical / Automobile / Aeronautical / Production)Internship Duration: 3 MonthsLocation: Coimbatore 2016,2017,2018,2019,2020 Passed out candidates can applyInternship Highlights•	New Product Design•	Reverse Engineering•	Selection of Materials•	Engineering Drawing Creation•	GD and T ConceptsAfter completion of a successful Internship, candidates will be placed at one of our Client Location (Chennai / Coimbatore / Bangalore)Interested candidates apply through monsterindia.com EMC Technologies, Coimbatore97916 88515","Madurai, Tirunelveli",Mechanical Design Engineer ( Freshers only ),200000 - 400000 INR,"CAD-CAM, Mechanical Drafter, Mechanical Engineer","Mechanical Design Engineer, Mechanical Engineer, Mechanical Fresher, Mechanical Maintenance, Mechanical Design, Maintenance Engineer"
657,Biz Industries,0-2 years,"IT, IT- Hardware, Telecom, Technical Staff, Support","IT, Computers - Hardware & Networking, IT, Computers - Software","Web DeveloperCall & Whatsapp HR Hariom Sir - (8859444893)Web DeveloperResearch and evaluate a variety of interactive media software productsPrepare mock-ups and storyboardsConsult with clients to develop and document Website requirementsLead and co-ordinate multidisciplinary teams to develop Website graphics, content, capacity and interactivitySource, select and organize information for inclusion and design the appearance, layout and flow of the WebsiteCreate and optimize content for Website using a variety of graphics, database, animation and other softwareDevelop Website architecture and determine hardware and software requirementsPlan, design, write, modify, integrate and test Web-site related codeConduct tests and perform security and quality controlsWeb DeveloperCall & Whatsapp HR Hariom Sir - (8859444893)Web Developer",Hyderabad / Secunderabad,Web Developer Job For Freshers,150000 - 250000 INR,"Software Engineer, Programmer, Team Leader, Technical Leader",Web Developers
658,Biz Industries,0-2 years,Finance & Accounts,"Banking, Accounting, Financial Services","Account Assistantcall & Whatsapp HR Alok Sir -(7027659981)Account AssistantResponsible for managing all accountsHandle payment vouchers and sales reportsLiaise with external auditors as and when requiredEnsure compliance with corporate, statutory and tax regulationsPerform any other accounting / administration duties when assignedAccount Assistantcall & Whatsapp HR Alok Sir -(7027659981)Account Assistant",Delhi,Account Assistant Job For Freshers,150000 - 250000 INR,Accountant,"Account Assistant, Account Executive, Accountant, Secretary"
659,Biz Industries,0-2 years,"Fashion, Apparels","Fashion, Apparels","Fashion DesignerCall & Whatsapp HR Vedpal Sir -(8218550935)Fashion DesignerResearch and keep up to date with the latest fashion trends.Use fashion knowledge and research to gain inspiration for designs.Use creative ability to design exciting and unique designs for production.Ensure designs are completed accurately by effectively collaborating with the warehouse and manufacturing team.Liaise with manufacturers, suppliers, customers and factories.Ensure excellent standards of garments and clothing are maintained.Produce samples to effectively communicate your ideas to the manufacturing team.Follow all company regulations and policies.Have excellent company and product knowledge.Deliver excellent customer service at all times and handle customer queries/complaints in a professional methodical manner.Fashion DesignerCall & Whatsapp HR Vedpal Sir -(8218550935)Fashion Designer",Mumbai,Fashion Designer Job For Freshers,150000 - 250000 INR,"Head, VP, GM - Fashion, Apparels",Fashion Designer
660,Biz Industries,0-2 years,"Customer Service, Call Centre, BPO","ITES, BPO",BPO (Flipkart)Call & Whatsapp HR Shubham Sir - (9352743030)BPO (Flipkart)Previous call centre management experience is essential to succeedDemonstrated leadership qualities that inspire and motivate staffExcellent communication and negotiation skillsKnowledge of call centre technologies and project management methodologiesAbility to build and maintain good working relationshipsAbility to analyse data and present key findingsPrevious experience dealing in a BPO environment with government or public sector preferred but not essentialBPO (Flipkart)Call & Whatsapp HR Shubham Sir - (9352743030)BPO (Flipkart),Hyderabad / Secunderabad,BPO (Flipkart) Job For Freshers,150000 - 250000 INR,"Customer Service Executive (Non-voice), Customer Service Executive (Voice)","Bpo, Call Center, Voice Process"
661,Biz Industries,0-2 years,Construction,Construction & Engineering,Civil Design EngineeringCall & Whatsapp HR Shubham Sir - (9352743030)Civil Design EngineeringUtilizing AutoCAD Civil 3D knowledge in projects from concept to completion;Prepare engineering drawings to specified standards;Design assistance;Earthworks modeling;Materials testing;Survey support; andOther duties as assigned.Civil Design EngineeringCall & Whatsapp HR Shubham Sir - (9352743030)Civil Design Engineering,Hyderabad / Secunderabad,Civil Design Engineering For Freshers,150000 - 250000 INR,Civil Engineer,Civil Design Engineering
662,Biz Industries,0-2 years,"Engineering - Mechanical, Automotive, Industrial",Engineering & Design,"Mechanical Design EngineerCall & Whatsapp HR Shubham Sir - (9352743030)Mechanical Design EngineerDesigning engineering systems, machines and devices which meet customers’ needs and which, when produced, comply with sound engineering practices and standards.Review, evaluate, and improve upon engineering designs, drafting, schematics and specifications.Perform engineering analysis and develop test procedures, provide quality standards and adherence.Recommend improvements to current design of products.Ensure that designs are safe, efficient, effective, and able to be cost effectively manufactured.Provide feedback and advice regarding the technical and structural aspects of projects.Collaborate with other departments to ensure project success.Support the Platform Team Leader as required.Perform other related duties as assigned.Mechanical Design EngineerCall & Whatsapp HR Shubham Sir - (9352743030)Mechanical Design Engineer",Kolkata,Mechanical Design Engineer For Freshers,150000 - 250000 INR,Mechanical Engineer,Mechanical Design Engineer
663,Biz Industries,0-2 years,"IT, IT- Hardware, Telecom, Technical Staff, Support","IT, Computers - Hardware & Networking, IT, Computers - Software","IT-Support EngineerCall & Whatsapp HR Hariom Sir - (8859444893)IT-Support EngineerUser Support - Assisting users in troubleshooting daily systems issues on their PCs or laptopsAssisting users in performing technical support which includes troubleshooting and maintenance of desktop, laptop, servers, printers etcConfiguring, testing and maintaining application software and system management toolsInstallation of software to desktops and laptopsInvolved in PC deployment activitiesMonitor and manage the incident management system and fulfilment of user requestIT-Support EngineerCall & Whatsapp HR Hariom Sir - (8859444893)IT-Support Engineer",Hyderabad / Secunderabad,IT-Support Engineer For Freshers,150000 - 250000 INR,"Hardware Design Technical Leader, Other Software, Hardware, EDP",IT-Support Engineer
